state,fiscal_year,accounting_program_description,amount
Montana,2019,DAIRY MARGIN COVERAGE PROGRAM,706606.4800000001
Montana,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2387853.0
Montana,2019,LIVESTOCK FORAGE PROGRAM,446480.96
Montana,2019,LIVESTOCK INDEMNITY PROGRAM,11425334.32
Montana,2019,MARGIN PROTECTION  - DAIRY,2147.0
Montana,2019,MARGIN PROTECTION PROGRAM - DAIRY,42600.0
Montana,2019,PRICE LOSS COVERAGE PROGRAM,132987626.35000001
Montana,2020,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,970448.0
Montana,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,3722056.8
Montana,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,8806939.98
Montana,2020,DAIRY MARGIN COVERAGE,848102.12
Montana,2020,DAIRY MARGIN COVERAGE PROGRAM,127117.89
Montana,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1018780.0
Montana,2020,LIVESTOCK FORAGE PROGRAM,63114.0
Montana,2020,LIVESTOCK INDEMNITY PROGRAM,3708777.87
Montana,2020,PRICE LOSS COVERAGE PROGRAM,68352431.75000001
Montana,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,409757.0
Montana,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1636168.0
Montana,2021,DAIRY MARGIN COVERAGE,2383529.77
Montana,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1189954.0
Montana,2021,LIVESTOCK FORAGE PROGRAM,28994407.0
Montana,2021,LIVESTOCK INDEMNITY PROGRAM,469978.0
Montana,2021,PRICE LOSS COVERAGE PROGRAM,185720819.82000002
Montana,2022,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,81296.0
Montana,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,52700.0
Montana,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,482093.0
Montana,2022,DAIRY MARGIN COVERAGE,1268199.9800000004
Montana,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1761279.0
Montana,2022,LIVESTOCK FORAGE PROGRAM,32247523.57
Montana,2022,LIVESTOCK INDEMNITY PROGRAM,7901.0
Montana,2022,PRICE LOSS COVERAGE PROGRAM,99876958.43
Nebraska,2005,EWE LAMB REPLACEMENT OR RETENTION,236204.91
Nebraska,2005,LIVESTOCK ASSISTANCE PROGRAM,847920.0
Nebraska,2006,"INCOME LOSS - MILK, PART 2",2470766.190000002
Nebraska,2006,LIVESTOCK ASSISTANCE PROGRAM,9858536.089999998
Nebraska,2007,"INCOME LOSS - MILK, PART 2",1167643.14
Nebraska,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,1060425.0
Nebraska,2008,DIRECT AND COUNTER CYCLICAL PROG,55296643.0
Nebraska,2008,"INCOME LOSS - MILK, PART 2",20070.569999999992
Nebraska,2008,LOAN DEFICIENCY,101483.33
Nebraska,2009,05 - 07 LIVESTOCK INDEMNITY PROGRAM,102124.0
Nebraska,2009,DIRECT AND COUNTER CYCLICAL PROG,280374439.0
Nebraska,2009,LIVESTOCK INDEMNITY PROGRAM,66228.04
Nebraska,2009,LOAN DEFICIENCY,92492.12999999998
Nebraska,2009,MILK INCOME LOSS CONTRACT II,4548101.220000003
Nebraska,2010,ACRE DIRECT PAYMENTS,84598175.96000001
Nebraska,2010,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,531.0
Nebraska,2010,DCP PROGRAM - DIRECT PAYMENTS,288710670.98000014
Nebraska,2010,DIRECT AND COUNTER CYCLICAL PROG,285268.01999999996
Nebraska,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",180407.0
Nebraska,2010,LIVESTOCK INDEMNITY PAYMENTS,559735.39
Nebraska,2010,LIVESTOCK INDEMNITY PROGRAM,2875640.08
Nebraska,2010,LOAN DEFICIENCY,95961.68000000001
Nebraska,2010,MILK INCOME LOSS CONTRACT II,1276930.7299999995
Nebraska,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,23411532.0
Nebraska,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,37246612.0
Nebraska,2011,ACRE DIRECT PAYMENTS,55658501.519999996
Nebraska,2011,ACRE PAYMENTS,758222.0
Nebraska,2011,AVERAGE CROP REVENUE ELECTION-ACRE,79126.0
Nebraska,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,14931487.79
Nebraska,2011,DCP - DIRECT,48575604.46
Nebraska,2011,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,309.0
Nebraska,2011,DCP PROGRAM - DIRECT PAYMENTS,186681344.96
Nebraska,2011,DIRECT PAYMENT - CORN,24.0
Nebraska,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),101497.0
Nebraska,2011,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",541.44
Nebraska,2011,"INCOME LOSS - MILK, PART 2",6430.7
Nebraska,2011,LIVESTOCK INDEMNITY PAYMENTS,191854.0
Nebraska,2011,LIVESTOCK INDEMNITY PROGRAM,650971.18
Nebraska,2011,LOAN DEFICIENCY,34511.6
Nebraska,2011,MILK INCOME LOSS CONTRACT II,9281.689999999999
Nebraska,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,97727.0
Nebraska,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,7690299.0
Nebraska,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,30724194.0
Nebraska,2011,TREE ASSISTANCE PROGRAM,3830.0
Nebraska,2012,AVERAGE CROP REVENUE ELECTION-ACRE,11690.0
Nebraska,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,54966683.11
Nebraska,2012,DCP - COUNTER CYCLICAL,106.0
Nebraska,2012,DCP - DIRECT,185227311.89
Nebraska,2012,LIVESTOCK INDEMNITY PROGRAM,356994.0
Nebraska,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,15373.0
Nebraska,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,1183044.0
Nebraska,2013,AVERAGE CROP REVENUE ELECTION-ACRE,676.0
Nebraska,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,469302.46
Nebraska,2013,DCP - DIRECT,1594199.63
Nebraska,2013,"INCOME LOSS - MILK, PART 2",1219380.7200000007
Nebraska,2013,INDEMNITY PAYMENT - DAIRY,8312.27
Nebraska,2013,LIVESTOCK INDEMNITY PROGRAM,10.0
Nebraska,2013,SUPL REVENUE ASSISTANCE - RECOVERY ACT,38347.0
Nebraska,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,21673050.0
Nebraska,2014,AVERAGE CROP REVENUE ELECTION-ACRE,144592642.75
Nebraska,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,38314738.769999996
Nebraska,2014,DCP - DIRECT,248640925.22
Nebraska,2014,"INCOME LOSS - MILK, PART 2",12726.560000000001
Nebraska,2014,LIVESTOCK FORAGE PROGRAM,409879185.93
Nebraska,2014,LIVESTOCK INDEMNITY PROGRAM,5555781.0
Nebraska,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,531880.0
Nebraska,2014,TREE ASSISTANCE PROGRAM,32852.0
Nebraska,2015,AVERAGE CROP REVENUE ELECTION-ACRE,4924924.66
Nebraska,2015,AVERAGE CROP REVENUE ELECTION-DIRECT,120038.9
Nebraska,2015,COTTON TRANSITION ASSISTANCE PROGRAM,46.0
Nebraska,2015,DCP - DIRECT,419611.16000000003
Nebraska,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),993494.0
Nebraska,2015,"INCOME LOSS - MILK, PART 2",22523.62
Nebraska,2015,INDEMNITY PAYMENT - DAIRY,3700.01
Nebraska,2015,LIVESTOCK FORAGE PROGRAM,146276590.2
Nebraska,2015,LIVESTOCK INDEMNITY PROGRAM,1856636.0
Nebraska,2015,MARGIN PROTECTION PROGRAM - DAIRY,926.0
Nebraska,2015,TREE ASSISTANCE PROGRAM,87432.0
Nebraska,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1474205.0
Nebraska,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,622533238.8600001
Nebraska,2016,AVERAGE CROP REVENUE ELECTION-ACRE,59537.01
Nebraska,2016,AVERAGE CROP REVENUE ELECTION-DIRECT,72828.68
Nebraska,2016,COTTON TRANSITION ASSISTANCE PROGRAM,29.0
Nebraska,2016,DCP - DIRECT,491714.92999999993
Nebraska,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),851026.0
Nebraska,2016,LIVESTOCK FORAGE PROGRAM,671312.0
Nebraska,2016,LIVESTOCK INDEMNITY PROGRAM,3783083.0
Nebraska,2016,MARGIN PROTECTION PROGRAM - DAIRY,81256.0
Nebraska,2016,PRICE LOSS COVERAGE PROGRAM,333.0
Nebraska,2016,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,22092.04
Nebraska,2016,TREE ASSISTANCE PROGRAM,63687.0
Nebraska,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1813980.3900000001
Nebraska,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,648678077.36
Nebraska,2017,AVERAGE CROP REVENUE ELECTION-ACRE,8547.0
Nebraska,2017,AVERAGE CROP REVENUE ELECTION-DIRECT,9822.0
Nebraska,2017,DCP - DIRECT,176012.28
Nebraska,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),352856.0
Nebraska,2017,LIVESTOCK FORAGE PROGRAM,114083.75
Nebraska,2017,LIVESTOCK INDEMNITY PROGRAM,928689.5
Nebraska,2017,MARGIN PROTECTION PROGRAM - DAIRY,601.0
Nebraska,2017,PRICE LOSS COVERAGE PROGRAM,32321020.74
Nebraska,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,396536.0
Nebraska,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1318799.0
Nebraska,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,3427501.3
Nebraska,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,567246110.75
Nebraska,2018,DCP - DIRECT,37191.0
Nebraska,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),616622.0
Nebraska,2018,INDEMNITY PAYMENT - DAIRY,25899.12
Nebraska,2018,LIVESTOCK FORAGE PROGRAM,59700.0
Nebraska,2018,LIVESTOCK FORAGE PROGRAM,54909.0
Nebraska,2018,LIVESTOCK INDEMNITY PROGRAM,830870.0
Nebraska,2018,LIVESTOCK INDEMNITY PROGRAM,67121.7
Nebraska,2018,MARGIN PROTECTION PROGRAM - DAIRY,1462868.0
Nebraska,2018,PRICE LOSS COVERAGE PROGRAM,341082.0
Nebraska,2018,PRICE LOSS COVERAGE PROGRAM,81011784.21
Nebraska,2018,TREE ASSISTANCE PROGRAM,48499.0
Nebraska,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,812859.0
Nebraska,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,67593426.64
Nebraska,2019,DAIRY MARGIN COVERAGE PROGRAM,1549360.6099999996
Nebraska,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1137047.0
Nebraska,2019,LIVESTOCK FORAGE PROGRAM,22658.0
Nebraska,2019,LIVESTOCK INDEMNITY PROGRAM,7525169.9
Nebraska,2019,MARGIN PROTECTION PROGRAM - DAIRY,68616.09
Nebraska,2019,PRICE LOSS COVERAGE PROGRAM,51351723.629999995
Nebraska,2020,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,33.0
Nebraska,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,295082.0
Nebraska,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,16448144.209999999
Nebraska,2020,DAIRY MARGIN COVERAGE,1305223.8299999996
Nebraska,2020,DAIRY MARGIN COVERAGE PROGRAM,188903.21
Nebraska,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2696646.85
Nebraska,2020,LIVESTOCK INDEMNITY PROGRAM,19920316.51
Nebraska,2020,PRICE LOSS COVERAGE PROGRAM,25966395.029999997
Nebraska,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,9984645.82
Nebraska,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,5790166.68
Nebraska,2021,DAIRY MARGIN COVERAGE,4546716.9
Nebraska,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1739632.0
Nebraska,2021,LIVESTOCK FORAGE PROGRAM,21256550.58
Nebraska,2021,LIVESTOCK INDEMNITY PROGRAM,466333.0
Nebraska,2021,MARGIN PROTECTION PROGRAM - DAIRY,9038.0
Nebraska,2021,PRICE LOSS COVERAGE PROGRAM,231571186.37
Nebraska,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1791890.0
Nebraska,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1371600.0
Nebraska,2022,DAIRY MARGIN COVERAGE,2141673.0700000003
Nebraska,2022,DMC PRGM-SUPPLEMENTAL,73945.59
Nebraska,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),68875.0
Nebraska,2022,LIVESTOCK FORAGE PROGRAM,5095323.0
Nebraska,2022,LIVESTOCK INDEMNITY PROGRAM,55154.0
Nebraska,2022,PRICE LOSS COVERAGE PROGRAM,26336312.0
Nevada,2005,EWE LAMB REPLACEMENT OR RETENTION,223290.0
Nevada,2005,LIVESTOCK ASSISTANCE PROGRAM,112851.0
Nevada,2006,EWE LAMB REPLACEMENT OR RETENTION,1980.0
Nevada,2006,"INCOME LOSS - MILK, PART 2",586997.89
Nevada,2006,LIVESTOCK ASSISTANCE PROGRAM,1229003.9700000002
Nevada,2007,"INCOME LOSS - MILK, PART 2",159066.46
Nevada,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,18483.0
Nevada,2008,DIRECT AND COUNTER CYCLICAL PROG,199155.0
Nevada,2008,EMERGENCY LIVESTOCK FEED ASSISTANCE,42023.0
Nevada,2008,LOAN DEFICIENCY,70107.59999999999
Nevada,2009,DAIRY INDEMNITY PROGRAM,77957.93999999999
Nevada,2009,DIRECT AND COUNTER CYCLICAL PROG,659384.0
Nevada,2009,LOAN DEFICIENCY,116922.15999999997
Nevada,2009,MILK INCOME LOSS CONTRACT II,1110920.18
Nevada,2010,DCP PROGRAM - DIRECT PAYMENTS,688977.42
Nevada,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,2165537.75
Nevada,2010,LIVESTOCK INDEMNITY PAYMENTS,32229.0
Nevada,2010,LIVESTOCK INDEMNITY PROGRAM,128876.67
Nevada,2010,LOAN DEFICIENCY,144135.94
Nevada,2010,MILK INCOME LOSS CONTRACT II,223171.82
Nevada,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,198090.0
Nevada,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,120292.0
Nevada,2011,DCP - DIRECT,62129.0
Nevada,2011,DCP PROGRAM - DIRECT PAYMENTS,489889.0
Nevada,2011,LIVESTOCK FORAGE DISASTER  PROGRAM,4497.32
Nevada,2011,LIVESTOCK FORAGE DISASTER PROGRAM,28126.0
Nevada,2011,LOAN DEFICIENCY,21077.49
Nevada,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,6418.0
Nevada,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,13820.0
Nevada,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,483299.0
Nevada,2012,DCP - DIRECT,519886.98
Nevada,2012,LIVESTOCK INDEMNITY PROGRAM,8103.0
Nevada,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,158687.0
Nevada,2013,DCP - DIRECT,274747.0
Nevada,2013,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),17218.0
Nevada,2013,"INCOME LOSS - MILK, PART 2",339518.57999999996
Nevada,2013,LIVESTOCK INDEMNITY PROGRAM,6808.0
Nevada,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,39629.0
Nevada,2014,DCP - DIRECT,524873.0
Nevada,2014,LIVESTOCK FORAGE PROGRAM,25760930.0
Nevada,2014,LIVESTOCK INDEMNITY PROGRAM,87476.0
Nevada,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),44130.0
Nevada,2015,LIVESTOCK FORAGE PROGRAM,27449470.759999998
Nevada,2015,LIVESTOCK INDEMNITY PROGRAM,1142.0
Nevada,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,90485.0
Nevada,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),87332.0
Nevada,2016,LIVESTOCK FORAGE PROGRAM,8595914.219999999
Nevada,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,106124.0
Nevada,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),32296.0
Nevada,2017,LIVESTOCK FORAGE PROGRAM,2776326.0
Nevada,2017,LIVESTOCK INDEMNITY PROGRAM,34806.0
Nevada,2017,PRICE LOSS COVERAGE PROGRAM,350273.0
Nevada,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,298517.0
Nevada,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),363462.0
Nevada,2018,LIVESTOCK FORAGE PROGRAM,285671.0
Nevada,2018,LIVESTOCK FORAGE PROGRAM,73261.0
Nevada,2018,LIVESTOCK INDEMNITY PROGRAM,28802.0
Nevada,2018,MARGIN PROTECTION PROGRAM - DAIRY,202955.0
Nevada,2018,PRICE LOSS COVERAGE PROGRAM,1826.0
Nevada,2018,PRICE LOSS COVERAGE PROGRAM,830613.0
Nevada,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,54716.0
Nevada,2019,DAIRY MARGIN COVERAGE PROGRAM,355658.31000000006
Nevada,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),110145.0
Nevada,2019,LIVESTOCK FORAGE PROGRAM,2428654.96
Nevada,2019,LIVESTOCK INDEMNITY PROGRAM,19068.0
Nevada,2019,MARGIN PROTECTION  - DAIRY,7135.0
Nevada,2019,MARGIN PROTECTION PROGRAM - DAIRY,21521.0
Nevada,2019,PRICE LOSS COVERAGE PROGRAM,642499.0
Nevada,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,51952.0
Nevada,2020,DAIRY MARGIN COVERAGE,561071.3499999999
Nevada,2020,DAIRY MARGIN COVERAGE PROGRAM,101941.59999999999
Nevada,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),16481.0
Nevada,2020,LIVESTOCK FORAGE PROGRAM,2873522.84
Nevada,2020,LIVESTOCK INDEMNITY PROGRAM,32120.0
Nevada,2020,PRICE LOSS COVERAGE PROGRAM,345352.0
Nevada,2021,DAIRY MARGIN COVERAGE,1621641.0100000002
Nevada,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),45200.0
Nevada,2021,LIVESTOCK FORAGE PROGRAM,18066816.0
Nevada,2021,PRICE LOSS COVERAGE PROGRAM,1195639.0
Nevada,2022,DAIRY MARGIN COVERAGE,674529.77
Nevada,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),11810.0
Nevada,2022,LIVESTOCK FORAGE PROGRAM,1994739.5
Nevada,2022,PRICE LOSS COVERAGE PROGRAM,546744.0
New Hampshire,2005,EWE LAMB REPLACEMENT OR RETENTION,8676.0
New Hampshire,2006,"INCOME LOSS - MILK, PART 2",972427.0799999995
New Hampshire,2007,"INCOME LOSS - MILK, PART 2",397857.61
New Hampshire,2008,DIRECT AND COUNTER CYCLICAL PROG,31304.0
New Hampshire,2008,LOAN DEFICIENCY,1093.08
New Hampshire,2009,DIRECT AND COUNTER CYCLICAL PROG,296104.0
New Hampshire,2009,LIVESTOCK INDEMNITY PROGRAM,6900.0
New Hampshire,2009,LOAN DEFICIENCY,1313.27
New Hampshire,2009,MILK INCOME LOSS CONTRACT II,2102941.3200000008
New Hampshire,2010,ACRE DIRECT PAYMENTS,1004.0
New Hampshire,2010,DCP PROGRAM - DIRECT PAYMENTS,314656.03
New Hampshire,2010,DIRECT AND COUNTER CYCLICAL PROG,249.19
New Hampshire,2010,LOAN DEFICIENCY,2188.23
New Hampshire,2010,MILK INCOME LOSS CONTRACT II,381959.62
New Hampshire,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,50160.0
New Hampshire,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,21088.0
New Hampshire,2010,TREE ASSISTANCE PROGRAM,1984.0
New Hampshire,2011,ACRE DIRECT PAYMENTS,640.0
New Hampshire,2011,ACRE PAYMENTS,2586.0
New Hampshire,2011,DCP - DIRECT,23914.89
New Hampshire,2011,DCP PROGRAM - DIRECT PAYMENTS,257256.0
New Hampshire,2011,"INCOME LOSS - MILK, PART 2",236.97
New Hampshire,2011,LOAN DEFICIENCY,44.66
New Hampshire,2011,MILK INCOME LOSS CONTRACT II,9871.119999999999
New Hampshire,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,2841.0
New Hampshire,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,221805.0
New Hampshire,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,79323.0
New Hampshire,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,822.0
New Hampshire,2012,DCP - DIRECT,241505.0
New Hampshire,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,596.0
New Hampshire,2013,"INCOME LOSS - MILK, PART 2",621236.6900000008
New Hampshire,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,8495.0
New Hampshire,2014,DCP - DIRECT,258885.0
New Hampshire,2014,"INCOME LOSS - MILK, PART 2",4848.24
New Hampshire,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2658.0
New Hampshire,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,572719.0
New Hampshire,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),14393.0
New Hampshire,2016,MARGIN PROTECTION PROGRAM - DAIRY,10075.0
New Hampshire,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,509144.0
New Hampshire,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1264.0
New Hampshire,2017,LIVESTOCK FORAGE PROGRAM,143844.29
New Hampshire,2017,PRICE LOSS COVERAGE PROGRAM,12261.0
New Hampshire,2017,TREE ASSISTANCE PROGRAM,18632.0
New Hampshire,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,535543.0
New Hampshire,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2707.0
New Hampshire,2018,MARGIN PROTECTION PROGRAM - DAIRY,867839.0
New Hampshire,2018,PRICE LOSS COVERAGE PROGRAM,48823.0
New Hampshire,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,197487.0
New Hampshire,2019,DAIRY MARGIN COVERAGE PROGRAM,773846.7600000001
New Hampshire,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),4520.0
New Hampshire,2019,LIVESTOCK INDEMNITY PROGRAM,329.0
New Hampshire,2019,MARGIN PROTECTION PROGRAM - DAIRY,63749.0
New Hampshire,2019,PRICE LOSS COVERAGE PROGRAM,45367.0
New Hampshire,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,30659.0
New Hampshire,2020,DAIRY MARGIN COVERAGE,232609.27000000002
New Hampshire,2020,DAIRY MARGIN COVERAGE PROGRAM,42074.57
New Hampshire,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1926.0
New Hampshire,2020,PRICE LOSS COVERAGE PROGRAM,12597.0
New Hampshire,2020,TREE ASSISTANCE PROGRAM,8212.0
New Hampshire,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1101.0
New Hampshire,2021,DAIRY MARGIN COVERAGE,2350753.040000001
New Hampshire,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),34021.0
New Hampshire,2021,LIVESTOCK FORAGE PROGRAM,80898.0
New Hampshire,2021,PRICE LOSS COVERAGE PROGRAM,124398.0
New Hampshire,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,54598.0
New Hampshire,2022,DAIRY MARGIN COVERAGE,1096040.5199999989
New Hampshire,2022,PRICE LOSS COVERAGE PROGRAM,158.0
New Hampshire,2022,TREE ASSISTANCE PROGRAM,1836.83
New Jersey,2005,EWE LAMB REPLACEMENT OR RETENTION,11070.0
New Jersey,2006,INCOME LOSS - MILK,990.01
New Jersey,2006,"INCOME LOSS - MILK, PART 2",594417.0300000001
New Jersey,2006,LIVESTOCK ASSISTANCE PROGRAM,27108.579999999998
New Jersey,2007,"INCOME LOSS - MILK, PART 2",266570.7199999999
New Jersey,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,9360.0
New Jersey,2008,DIRECT AND COUNTER CYCLICAL PROG,322171.0
New Jersey,2008,"INCOME LOSS - MILK, PART 2",190.34
New Jersey,2008,LOAN DEFICIENCY,5265.170000000001
New Jersey,2008,MILK INCOME LOSS CONTRACT II,2795.2799999999997
New Jersey,2009,DIRECT AND COUNTER CYCLICAL PROG,2493559.0
New Jersey,2009,LOAN DEFICIENCY,351.19
New Jersey,2009,MILK INCOME LOSS CONTRACT II,1347315.4700000002
New Jersey,2010,ACRE DIRECT PAYMENTS,1293.0
New Jersey,2010,DCP PROGRAM - DIRECT PAYMENTS,2742844.6699999995
New Jersey,2010,DIRECT AND COUNTER CYCLICAL PROG,6993.0
New Jersey,2010,LIVESTOCK INDEMNITY PAYMENTS,4759.0
New Jersey,2010,LOAN DEFICIENCY,835.78
New Jersey,2010,MILK INCOME LOSS CONTRACT II,258444.63000000012
New Jersey,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,2984145.0
New Jersey,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,915553.0
New Jersey,2010,TREE ASSISTANCE PROGRAM,76776.0
New Jersey,2010,TREE ASSISTANCE REGULAR,73464.0
New Jersey,2011,ACRE DIRECT PAYMENTS,4588.0
New Jersey,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,1293.0
New Jersey,2011,DCP - DIRECT,229886.0
New Jersey,2011,DCP PROGRAM - DIRECT PAYMENTS,2198234.0
New Jersey,2011,"INCOME LOSS - MILK, PART 2",208.98
New Jersey,2011,LIVESTOCK INDEMNITY PROGRAM,61550.0
New Jersey,2011,MILK INCOME LOSS CONTRACT II,111.86
New Jersey,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,20057.0
New Jersey,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,202245.0
New Jersey,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,493865.0
New Jersey,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,4588.0
New Jersey,2012,DCP - DIRECT,2270651.0
New Jersey,2012,LIVESTOCK INDEMNITY PROGRAM,36285.0
New Jersey,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,271078.0
New Jersey,2013,DCP - DIRECT,167163.0
New Jersey,2013,"INCOME LOSS - MILK, PART 2",311625.68000000005
New Jersey,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,793686.0
New Jersey,2013,TREE ASSISTANCE PROGRAM,1716.0
New Jersey,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,9446.0
New Jersey,2014,DCP - DIRECT,2236845.0
New Jersey,2014,"INCOME LOSS - MILK, PART 2",5225.16
New Jersey,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,5640.0
New Jersey,2014,TREE ASSISTANCE PROGRAM,16784.0
New Jersey,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),164301.0
New Jersey,2015,LIVESTOCK INDEMNITY PROGRAM,5748.0
